epoch,train_loss,val_loss,train_seconds,validation_seconds,epoch_seconds,model
172,0.5267782008394282,,96.18701116088778,0.0,96.18706563673912,F1
173,0.5278262956768063,,96.1819922029972,0.0,96.18204360827804,F1
174,0.5250626692535184,,95.97664097882809,0.0,95.97669936623424,F1
175,0.5263973804230385,0.5411326885223389,95.85878899693488,4.611986203119159,100.52763398829848,F1
176,0.5240058628379876,,95.74373501446098,0.0,95.7437853012234,F1
177,0.5211007950153757,,96.04543648473918,0.0,96.04548733029516,F1
178,0.5253358665087544,,96.250074705109,0.0,96.25013225525618,F1
179,0.5220921834309896,,96.13551758602262,0.0,96.13557038642466,F1
180,0.524878535710328,0.527619481086731,96.18038312997668,4.598538571037352,100.8520110603422,F1
181,0.5281365577210771,,96.08386628888547,0.0,96.08392104599623,F1
182,0.523479164069426,,95.95634586922824,0.0,95.95644588489084,F1
183,0.5224576368399546,,95.85092421155424,0.0,95.85098176077008,F1
184,0.5226046514849291,,95.8695677118376,0.0,95.86962079349904,F1
185,0.5234916091810727,0.5252552628517151,95.884110821411,4.608262358233333,100.56782144401222,F1
186,0.5221047908701795,,95.7684590285644,0.0,95.76851015444844,F1
187,0.5231229633304244,,95.84547251369804,0.0,95.84552950318904,F1
188,0.5238659364957337,,95.85575928445904,0.0,95.85580733604728,F1
189,0.5262662738772994,,95.84035097062588,0.0,95.84040824137628,F1
190,0.5225144514800809,0.5343034267425537,95.71182276681066,4.633116224780679,100.41685286723076,F1
191,0.5193598321143617,,95.85281768068673,0.0,95.852870201692,F1
192,0.5204301658251607,,95.8947623167187,0.0,95.89481679350138,F1
193,0.520085057468279,,95.80927762296052,0.0,95.8093309821561,F1
194,0.5195191836526208,,95.6941488692537,0.0,95.69420166872442,F1
195,0.5225301431425919,0.5248491764068604,95.76438737660646,4.634956628084183,100.47714921552688,F1
196,0.5259294442251219,,95.85357655398548,0.0,95.85362237039952,F1
197,0.5203744874778369,,95.86995439697056,0.0,95.87000384554268,F1
198,0.5249385427921376,,95.60801879875362,0.0,95.60806712973864,F1
199,0.5250225743503435,,95.66912301350384,0.0,95.66917581483722,F1
200,0.5253530191191544,0.5214831233024597,95.69017627555876,4.615776609629393,121.2978084133938,F1
